,price,currency,ad_situation,rooms,bath,building_space,measuring_unit,price/m2,brokered_by,direction,city,state,postal_code,índice_poder_adqui,índice_seguridad,índice_sanidad,índice_clima,índice_costo_vida,relación_precio_ingresos_propiedades,índice_costo_desplazamiento,índice_contaminación,índice_calidad_vida,latidud_,longitud_
107,534900,USD,Old,4,2,178.0,m2,3005.0,"City Realty, Inc.","5405 Lemon Rd NE, Olympia",Olympia,Washington,98506,108.43,70.61,71.99,83.44,70.23,3.37,19.11,16.01,204.67,48.59161633333334,19.742317233735022
108,199499,USD,Old,4,2,226.0,m2,883.0,Adair Homes,"South Puget Sound 2303 93rd Ave SW, Olympia",Olympia,Washington,98512,108.43,70.61,71.99,83.44,70.23,3.37,19.11,16.01,204.67,47.011384209882415,-122.92603345709834
109,369500,USD,Old,3,2,160.0,m2,2309.0,Epic Realty,"3623 Kings Way SE, Olympia",Olympia,Washington,98501,108.43,70.61,71.99,83.44,70.23,3.37,19.11,16.01,204.67,48.3931275206374,19.70882176239555
110,649900,USD,Old,4,3,300.0,m2,2166.0,Windermere Real Estate Olympia,"6646 Prairie Ridge Dr NE, Olympia",Olympia,Washington,98516,108.43,70.61,71.99,83.44,70.23,3.37,19.11,16.01,204.67,47.1342656625,-122.73493423336308
111,990000,USD,Old,4,3,397.0,m2,2494.0,Keller Williams South Sound,"1804 Yelm Hwy SE, Olympia",Olympia,Washington,98501,108.43,70.61,71.99,83.44,70.23,3.37,19.11,16.01,204.67,48.3931275206374,19.70882176239555
112,225499,USD,Old,3,1,225.0,m2,1002.0,Adair Homes,"South Puget Sound 2303 93rd Ave SW, Olympia",Olympia,Washington,98512,108.43,70.61,71.99,83.44,70.23,3.37,19.11,16.01,204.67,47.011384209882415,-122.92603345709834
113,325000,USD,Old,3,2,144.0,m2,2257.0,"VAN DORM REALTY, INC","8840 Daffodil Ln SE, Olympia",Olympia,Washington,98513,108.43,70.61,71.99,83.44,70.23,3.37,19.11,16.01,204.67,36.2481817,59.600534
114,359950,USD,Old,3,2,169.0,m2,2130.0,Realty One Group Prestige,"6221 Neylon Dr SW, Olympia",Olympia,Washington,98512,108.43,70.61,71.99,83.44,70.23,3.37,19.11,16.01,204.67,47.011384209882415,-122.92603345709834
115,849900,USD,Old,3,3,327.0,m2,2599.0,"RE/MAX Northwest Realtors - Olympia, WA","4343 17th Ave NW, Olympia",Olympia,Washington,98502,108.43,70.61,71.99,83.44,70.23,3.37,19.11,16.01,204.67,47.112396687324136,-122.93196611112717
116,465000,USD,Old,3,2,201.0,m2,2313.0,"RE/MAX Northwest Realtors - Tacoma, WA","8604 McKenny Ln SW, Olympia",Olympia,Washington,98512,108.43,70.61,71.99,83.44,70.23,3.37,19.11,16.01,204.67,47.011384209882415,-122.92603345709834
117,509000,USD,Old,3,2,192.0,m2,2651.0,Northwest Home Team Realty,"10707 Tempo Lake Dr SE, Olympia",Olympia,Washington,98513,108.43,70.61,71.99,83.44,70.23,3.37,19.11,16.01,204.67,36.2481817,59.600534
118,509000,USD,Old,4,2,233.0,m2,2185.0,Morrison House Sotheby's International Realty,"1305 Ebb Tide Ter NW, Olympia",Olympia,Washington,98502,108.43,70.61,71.99,83.44,70.23,3.37,19.11,16.01,204.67,47.112396687324136,-122.93196611112717
119,525000,USD,Old,3,2,229.0,m2,2293.0,Virgil Adams Real Estate,"8311 Summerwood Dr SE, Olympia",Olympia,Washington,98513,108.43,70.61,71.99,83.44,70.23,3.37,19.11,16.01,204.67,36.2481817,59.600534
120,569900,USD,Old,5,4,266.0,m2,2142.0,Blue Summit Realty LLC,"4524 5th Ave NW, Olympia",Olympia,Washington,98502,108.43,70.61,71.99,83.44,70.23,3.37,19.11,16.01,204.67,47.112396687324136,-122.93196611112717
121,455900,USD,Old,3,2,156.0,m2,2922.0,John L. Scott - Olympia,"2215 Village St NE, Olympia",Olympia,Washington,98506,108.43,70.61,71.99,83.44,70.23,3.37,19.11,16.01,204.67,48.59161633333334,19.742317233735022
122,429000,USD,New,3,1,104.0,m2,4125.0,John L. Scott Mill Creek,"7631 S 134th St, Seattle",Seattle,Washington,98178,145.56,49.23,74.06,91.73,89.21,4.42,41.94,29.06,189.35,47.498642006235556,-122.24765665010598
123,509950,USD,New,2,1,94.0,m2,5425.0,John L. Scott Everett,"4065 26th Ave SW, Seattle",Seattle,Washington,98106,145.56,49.23,74.06,91.73,89.21,4.42,41.94,29.06,189.35,47.53575482649362,-122.35602204603755
124,224950,USD,New,3,2,100.0,m2,2250.0,Keller Williams Greater Seattle,"1808 S 118th St Unit 304, Seattle",Seattle,Washington,98168,145.56,49.23,74.06,91.73,89.21,4.42,41.94,29.06,189.35,38.2286207,15.562022845647112
125,286000,USD,New,2,1,100.0,m2,2860.0,John L. Scott - Des Moines,"321 SW 112th St Unit B208, Seattle",Seattle,Washington,98146,145.56,49.23,74.06,91.73,89.21,4.42,41.94,29.06,189.35,67.942244,20.3588042
126,420000,USD,New,3,1,109.0,m2,3853.0,Keller Williams Rlty Bellevue,"14352 Stone Ave N, Seattle",Seattle,Washington,98133,145.56,49.23,74.06,91.73,89.21,4.42,41.94,29.06,189.35,67.8540053923077,20.23348780873417
127,525000,USD,New,3,1,145.0,m2,3621.0,Keller Williams Realty Bothell,"12732 25th Ave NE, Seattle",Seattle,Washington,98125,145.56,49.23,74.06,91.73,89.21,4.42,41.94,29.06,189.35,38.16124344074073,15.53258242006066
128,599000,USD,New,2,1,137.0,m2,4372.0,Realogics Sotheby's Int'l - Seattle Office,"1811 N 44th St, Seattle",Seattle,Washington,98103,145.56,49.23,74.06,91.73,89.21,4.42,41.94,29.06,189.35,47.67363268737738,-122.34398114538611
129,649000,USD,New,3,2,111.0,m2,5847.0,RSVP Real Estate,"10224 36th Ave SW, Seattle",Seattle,Washington,98146,145.56,49.23,74.06,91.73,89.21,4.42,41.94,29.06,189.35,67.942244,20.3588042
130,325000,USD,New,1,1,53.0,m2,6132.0,Keller Williams Rlty Bellevue,"6960 California Ave SW Apt A109, Seattle",Seattle,Washington,98136,145.56,49.23,74.06,91.73,89.21,4.42,41.94,29.06,189.35,38.0994761,15.4954635
131,969000,USD,New,3,2,155.0,m2,6252.0,Sterling Johnston Real Estate,"3924 Interlake Ave N, Seattle",Seattle,Washington,98103,145.56,49.23,74.06,91.73,89.21,4.42,41.94,29.06,189.35,47.67363268737738,-122.34398114538611
132,274950,USD,New,1,1,61.0,m2,4507.0,JOHN L. SCOTT REAL ESTATE - KENT,"3022 SW Bradford St Apt 104, Seattle",Seattle,Washington,98126,145.56,49.23,74.06,91.73,89.21,4.42,41.94,29.06,189.35,38.153331302380955,15.516085731413725
133,1300000,USD,New,3,2,265.0,m2,4906.0,Keller Williams Rlty Bellevue,"5054 Pullman Ave NE, Seattle",Seattle,Washington,98105,145.56,49.23,74.06,91.73,89.21,4.42,41.94,29.06,189.35,47.66461258824707,-122.299138732943
134,833000,USD,New,4,3,199.0,m2,4186.0,Windermere R.E.N.W. Mt.Baker,"2348 28th Ave S, Seattle",Seattle,Washington,98144,145.56,49.23,74.06,91.73,89.21,4.42,41.94,29.06,189.35,67.83670700714286,20.28923435131785
135,619000,USD,New,2,2,106.0,m2,5840.0,The Irwin Group,"10203 47th Ave SW Apt C14, Seattle",Seattle,Washington,98146,145.56,49.23,74.06,91.73,89.21,4.42,41.94,29.06,189.35,67.942244,20.3588042
136,1795000,USD,New,4,3,328.0,m2,5473.0,Keller Williams Seattle Metro,"2316 Boyer Ave E, Seattle",Seattle,Washington,98112,145.56,49.23,74.06,91.73,89.21,4.42,41.94,29.06,189.35,45.0490547,35.375934566666665
137,659950,USD,New,2,2,92.0,m2,7173.0,The Cascade Team Real Estate,"2201 3rd Ave Apt 1204, Seattle",Seattle,Washington,98121,145.56,49.23,74.06,91.73,89.21,4.42,41.94,29.06,189.35,38.20725579320989,15.552985191561383
138,700000,USD,New,3,2,150.0,m2,4667.0,John L. Scott - Seattle Center,"4505 40th Ave SW Apt D, Seattle",Seattle,Washington,98116,145.56,49.23,74.06,91.73,89.21,4.42,41.94,29.06,189.35,47.57392861093015,-122.39420396753525
139,798000,USD,New,2,2,98.0,m2,8143.0,Realogics Sotheby's International Realty,"6533 Seaview Ave NW Apt 407A, Seattle",Seattle,Washington,98117,145.56,49.23,74.06,91.73,89.21,4.42,41.94,29.06,189.35,47.686931108163925,-122.37836815814222
140,918000,USD,New,1,1,61.0,m2,15049.0,JOHN L. SCOTT REAL ESTATE - University Village,"1808 Minor Ave Unit 3006, Seattle",Seattle,Washington,98101,145.56,49.23,74.06,91.73,89.21,4.42,41.94,29.06,189.35,66.7168076,27.4110905
141,699950,USD,New,2,2,102.0,m2,6862.0,Alchemy Real Estate,"443 NE 73rd St, Seattle",Seattle,Washington,98115,145.56,49.23,74.06,91.73,89.21,4.42,41.94,29.06,189.35,47.68491693605166,-122.29908600501642
142,599950,USD,New,2,2,136.0,m2,4411.0,Alchemy Real Estate,"3062 SW Avalon Way, Seattle",Seattle,Washington,98126,145.56,49.23,74.06,91.73,89.21,4.42,41.94,29.06,189.35,38.153331302380955,15.516085731413725
143,330000,USD,New,2,1,72.0,m2,4583.0,Windermere Real Estate Central,"7029 S 127th St, Seattle",Seattle,Washington,98178,145.56,49.23,74.06,91.73,89.21,4.42,41.94,29.06,189.35,47.498642006235556,-122.24765665010598
144,499000,USD,New,3,3,220.0,m2,2268.0,"RE/MAX Northwest Realtors - Seattle, WA","9741 26th Ave SW Unit 603, Seattle",Seattle,Washington,98106,145.56,49.23,74.06,91.73,89.21,4.42,41.94,29.06,189.35,47.53575482649362,-122.35602204603755
145,499000,USD,New,3,3,220.0,m2,2268.0,"RE/MAX Northwest Realtors - Seattle, WA","9741 26th Ave SW, Seattle",Seattle,Washington,98106,145.56,49.23,74.06,91.73,89.21,4.42,41.94,29.06,189.35,47.53575482649362,-122.35602204603755
146,495000,USD,New,2,1,75.0,m2,6600.0,Windermere Real Estate/East,"14350 35th Ave NE, Seattle",Seattle,Washington,98125,145.56,49.23,74.06,91.73,89.21,4.42,41.94,29.06,189.35,38.16124344074073,15.53258242006066
147,850000,USD,New,3,2,255.0,m2,3333.0,Windermere Real Estate,"7506 S Ryan St, Seattle",Seattle,Washington,98178,145.56,49.23,74.06,91.73,89.21,4.42,41.94,29.06,189.35,47.498642006235556,-122.24765665010598
148,385000,USD,New,1,1,59.0,m2,6525.0,Keller Williams Downtown Sea,"66 Bell St Unit A32, Seattle",Seattle,Washington,98121,145.56,49.23,74.06,91.73,89.21,4.42,41.94,29.06,189.35,38.20725579320989,15.552985191561383
149,525000,USD,New,3,2,116.0,m2,4526.0,Century 21 WP &amp; Associates,"5433 30th Ave SW, Seattle",Seattle,Washington,98126,145.56,49.23,74.06,91.73,89.21,4.42,41.94,29.06,189.35,38.153331302380955,15.516085731413725
150,500000,USD,New,2,2,133.0,m2,3759.0,Keller Williams Greater Seattle,"552 S Cloverdale St Unit E, Seattle",Seattle,Washington,98108,145.56,49.23,74.06,91.73,89.21,4.42,41.94,29.06,189.35,47.54746819621672,-122.310599849886
151,899900,USD,New,3,2,171.0,m2,5263.0,Horizon Real Estate,"7550 33rd Ave NE, Seattle",Seattle,Washington,98115,145.56,49.23,74.06,91.73,89.21,4.42,41.94,29.06,189.35,47.68491693605166,-122.29908600501642
152,425000,USD,New,1,1,56.0,m2,7589.0,Keller Williams Greater Seattle,"1200 Boylston Ave Apt 401, Seattle",Seattle,Washington,98101,145.56,49.23,74.06,91.73,89.21,4.42,41.94,29.06,189.35,66.7168076,27.4110905
153,995000,USD,New,3,2,179.0,m2,5559.0,Windermere Real Estate Co.,"6511 4th Ave NW, Seattle",Seattle,Washington,98117,145.56,49.23,74.06,91.73,89.21,4.42,41.94,29.06,189.35,47.686931108163925,-122.37836815814222
154,725000,USD,New,3,2,156.0,m2,4647.0,Windermere R.E. Wall St. Inc.,"10031 37th Ave SW, Seattle",Seattle,Washington,98146,145.56,49.23,74.06,91.73,89.21,4.42,41.94,29.06,189.35,67.942244,20.3588042
155,250000,USD,New,1,1,64.0,m2,3906.0,RE/MAX METRO REALTY,"750 N 143rd St Unit 217, Seattle",Seattle,Washington,98133,145.56,49.23,74.06,91.73,89.21,4.42,41.94,29.06,189.35,67.8540053923077,20.23348780873417
156,1050000,USD,New,3,2,196.0,m2,5357.0,Compass Washington,"6040 27th Ave NE, Seattle",Seattle,Washington,98115,145.56,49.23,74.06,91.73,89.21,4.42,41.94,29.06,189.35,47.68491693605166,-122.29908600501642
157,899000,USD,New,3,2,160.0,m2,5619.0,Kelly Right Real Estate Seattle,"2061 NE 73rd St, Seattle",Seattle,Washington,98115,145.56,49.23,74.06,91.73,89.21,4.42,41.94,29.06,189.35,47.68491693605166,-122.29908600501642
158,995000,USD,New,4,2,167.0,m2,5958.0,Coldwell Banker Bain of Kent Station,"8028 17th Ave NW, Seattle",Seattle,Washington,98117,145.56,49.23,74.06,91.73,89.21,4.42,41.94,29.06,189.35,47.686931108163925,-122.37836815814222
159,1300000,USD,New,3,3,190.0,m2,6842.0,Windermere Real Estate Co.,"1652 21st Ave E, Seattle",Seattle,Washington,98112,145.56,49.23,74.06,91.73,89.21,4.42,41.94,29.06,189.35,45.0490547,35.375934566666665
160,629000,USD,New,3,2,116.0,m2,5422.0,"RE/MAX Northwest Realtors - Seattle, WA","908 NW 85th St, Seattle",Seattle,Washington,98117,145.56,49.23,74.06,91.73,89.21,4.42,41.94,29.06,189.35,47.686931108163925,-122.37836815814222
161,1250000,USD,New,3,1,224.0,m2,5580.0,Realogics Sotheby's Int'l - Seattle Office,"4760 47th Ave NE, Seattle",Seattle,Washington,98105,145.56,49.23,74.06,91.73,89.21,4.42,41.94,29.06,189.35,47.66461258824707,-122.299138732943
162,265000,USD,New,1,1,42.0,m2,6310.0,Compass Washington,"1729 12th Ave S Apt 106, Seattle",Seattle,Washington,98144,145.56,49.23,74.06,91.73,89.21,4.42,41.94,29.06,189.35,67.83670700714286,20.28923435131785
163,675000,USD,New,4,2,180.0,m2,3750.0,RSVP Real Estate,"10033 41st Ave SW, Seattle",Seattle,Washington,98146,145.56,49.23,74.06,91.73,89.21,4.42,41.94,29.06,189.35,67.942244,20.3588042
164,500000,USD,New,2,1,87.0,m2,5747.0,Windermere - Seattle-Northgate,"1400 Taylor Ave N Apt 205, Seattle",Seattle,Washington,98109,145.56,49.23,74.06,91.73,89.21,4.42,41.94,29.06,189.35,47.63311882716253,-122.34867208910566
165,690000,USD,New,3,2,112.0,m2,6161.0,Windermere RE Greenwood,"5511 28th Ave NW Unit A, Seattle",Seattle,Washington,98107,145.56,49.23,74.06,91.73,89.21,4.42,41.94,29.06,189.35,68.35117892333334,18.822164399451434
166,845000,USD,New,3,2,167.0,m2,5060.0,Coldwell Banker Bain of Mercer Island,"2416 E Yesler Way, Seattle",Seattle,Washington,98122,145.56,49.23,74.06,91.73,89.21,4.42,41.94,29.06,189.35,38.18816585658298,15.555637130458637
167,1200000,USD,New,3,2,222.0,m2,5405.0,Windermere Real Estate Midtown,"1902 32nd Ave W, Seattle",Seattle,Washington,98199,145.56,49.23,74.06,91.73,89.21,4.42,41.94,29.06,189.35,67.87004368333332,19.373836300691522
168,1565000,USD,New,3,3,219.0,m2,7146.0,Windermere Real Estate Midtown,"1707 Dexter Ave N Apt C, Seattle",Seattle,Washington,98109,145.56,49.23,74.06,91.73,89.21,4.42,41.94,29.06,189.35,47.63311882716253,-122.34867208910566
169,475000,USD,New,3,2,146.0,m2,3253.0,"WPI Real Estate Services, Inc.","8613 45th Ave S, Seattle",Seattle,Washington,98118,145.56,49.23,74.06,91.73,89.21,4.42,41.94,29.06,189.35,47.54158619903078,-122.27608049750033
170,537000,USD,New,3,1,116.0,m2,4629.0,JOHN L. SCOTT REAL ESTATE - ISSAQUAH,"10002 59th Ave S, Seattle",Seattle,Washington,98178,145.56,49.23,74.06,91.73,89.21,4.42,41.94,29.06,189.35,47.498642006235556,-122.24765665010598
171,555000,USD,New,3,2,202.0,m2,2748.0,"Skyline Properties, Inc.","5122 S Creston St, Seattle",Seattle,Washington,98178,145.56,49.23,74.06,91.73,89.21,4.42,41.94,29.06,189.35,47.498642006235556,-122.24765665010598
172,449922,USD,New,3,2,106.0,m2,4245.0,Windermere RE Greenwood,"5214 Fauntleroy Way SW Unit D, Seattle",Seattle,Washington,98136,145.56,49.23,74.06,91.73,89.21,4.42,41.94,29.06,189.35,38.0994761,15.4954635
173,689000,USD,New,3,2,122.0,m2,5648.0,JOHN L. SCOTT REAL ESTATE - BELLEVUE,"1120 8th Ave Apt 402, Seattle",Seattle,Washington,98101,145.56,49.23,74.06,91.73,89.21,4.42,41.94,29.06,189.35,66.7168076,27.4110905
174,950000,USD,New,5,2,260.0,m2,3654.0,Keller Williams Realty Bothell,"522 N 84th St, Seattle",Seattle,Washington,98103,145.56,49.23,74.06,91.73,89.21,4.42,41.94,29.06,189.35,47.67363268737738,-122.34398114538611
175,380000,USD,New,1,1,73.0,m2,5205.0,Lake &amp; Company Real Estate,"1100 17th Ave Apt 206, Seattle",Seattle,Washington,98122,145.56,49.23,74.06,91.73,89.21,4.42,41.94,29.06,189.35,38.18816585658298,15.555637130458637
176,899000,USD,New,2,2,110.0,m2,8173.0,Keller Williams North Seattle,"2727 Fairview Ave E, Seattle",Seattle,Washington,98102,145.56,49.23,74.06,91.73,89.21,4.42,41.94,29.06,189.35,47.633859478111454,-122.32208803040159
177,1499000,USD,New,2,2,137.0,m2,10942.0,Best Choice Realty LLC,"588 Bell St Unit 3403, Seattle",Seattle,Washington,98121,145.56,49.23,74.06,91.73,89.21,4.42,41.94,29.06,189.35,38.20725579320989,15.552985191561383
178,549950,USD,New,1,1,123.0,m2,4471.0,Alchemy Real Estate,"7500 15th Ave NW, Seattle",Seattle,Washington,98117,145.56,49.23,74.06,91.73,89.21,4.42,41.94,29.06,189.35,47.686931108163925,-122.37836815814222
179,810000,USD,New,2,1,71.0,m2,11408.0,Windermere Real Estate/East,"2560 10th Ave W, Seattle",Seattle,Washington,98119,145.56,49.23,74.06,91.73,89.21,4.42,41.94,29.06,189.35,47.639349389777244,-122.36679185483855
180,1600000,USD,New,8,4,585.0,m2,2735.0,Windermere R.E.N.W. Mt.Baker,"102 21st Ave E, Seattle",Seattle,Washington,98112,145.56,49.23,74.06,91.73,89.21,4.42,41.94,29.06,189.35,45.0490547,35.375934566666665
181,1580000,USD,New,8,4,288.0,m2,5486.0,ShopProp Realty,"2010 NE 50th St, Seattle",Seattle,Washington,98105,145.56,49.23,74.06,91.73,89.21,4.42,41.94,29.06,189.35,47.66461258824707,-122.299138732943
182,2245000,USD,New,4,3,341.0,m2,6584.0,Compass Washington LLC,"3401 Magnolia Blvd W, Seattle",Seattle,Washington,98199,145.56,49.23,74.06,91.73,89.21,4.42,41.94,29.06,189.35,67.87004368333332,19.373836300691522
183,1197000,USD,New,3,3,170.0,m2,7041.0,Windermere R.E. Wall St. Inc.,"1438 19th Ave, Seattle",Seattle,Washington,98122,145.56,49.23,74.06,91.73,89.21,4.42,41.94,29.06,189.35,38.18816585658298,15.555637130458637
184,1300000,USD,New,3,3,212.0,m2,6132.0,Windermere R.E.N.W. Mt.Baker,"741 Boylston Ave E, Seattle",Seattle,Washington,98102,145.56,49.23,74.06,91.73,89.21,4.42,41.94,29.06,189.35,47.633859478111454,-122.32208803040159
185,479000,USD,New,4,2,149.0,m2,3215.0,Realogics Sotheby's Int'l - Seattle Office,"11216 84th Ave S, Seattle",Seattle,Washington,98178,145.56,49.23,74.06,91.73,89.21,4.42,41.94,29.06,189.35,47.498642006235556,-122.24765665010598
186,595000,USD,New,3,2,194.0,m2,3067.0,Real Property Associates,"7366 California Ave SW, Seattle",Seattle,Washington,98136,145.56,49.23,74.06,91.73,89.21,4.42,41.94,29.06,189.35,38.0994761,15.4954635
187,750000,USD,New,5,3,360.0,m2,2083.0,Coldwell Banker Bain of Capitol Hill,"6921 S Langston Rd, Seattle",Seattle,Washington,98178,145.56,49.23,74.06,91.73,89.21,4.42,41.94,29.06,189.35,47.498642006235556,-122.24765665010598
188,499950,USD,New,3,2,135.0,m2,3703.0,John L. Scott - Renton,"8418 46th Ave S, Seattle",Seattle,Washington,98118,145.56,49.23,74.06,91.73,89.21,4.42,41.94,29.06,189.35,47.54158619903078,-122.27608049750033
189,982500,USD,New,2,1,191.0,m2,5144.0,Windermere Real Estate Midtown,"629 38th Ave, Seattle",Seattle,Washington,98122,145.56,49.23,74.06,91.73,89.21,4.42,41.94,29.06,189.35,38.18816585658298,15.555637130458637
190,1050000,USD,New,4,2,232.0,m2,4526.0,Windermere - Seattle-Northgate,"918 N 77th St, Seattle",Seattle,Washington,98103,145.56,49.23,74.06,91.73,89.21,4.42,41.94,29.06,189.35,47.67363268737738,-122.34398114538611
191,718850,USD,New,3,2,109.0,m2,6595.0,Alchemy Real Estate,"6725 Alonzo Ave NW, Seattle",Seattle,Washington,98117,145.56,49.23,74.06,91.73,89.21,4.42,41.94,29.06,189.35,47.686931108163925,-122.37836815814222
192,949950,USD,New,2,2,118.0,m2,8050.0,"Windermere RE/Capitol Hill,Inc","2506 Everett Ave E, Seattle",Seattle,Washington,98102,145.56,49.23,74.06,91.73,89.21,4.42,41.94,29.06,189.35,47.633859478111454,-122.32208803040159
193,752900,USD,New,4,1,235.0,m2,3204.0,Conner Homes,"Wind Rose 293 SW 97th Pl, Seattle",Seattle,Washington,98106,145.56,49.23,74.06,91.73,89.21,4.42,41.94,29.06,189.35,47.53575482649362,-122.35602204603755
194,1100000,USD,New,3,2,168.0,m2,6548.0,Best Choice Realty LLC,"112 21st Ave Unit B, Seattle",Seattle,Washington,98122,145.56,49.23,74.06,91.73,89.21,4.42,41.94,29.06,189.35,38.18816585658298,15.555637130458637
195,605000,USD,New,3,2,126.0,m2,4802.0,RSVP Real Estate,"1414 S Hill St, Seattle",Seattle,Washington,98144,145.56,49.23,74.06,91.73,89.21,4.42,41.94,29.06,189.35,67.83670700714286,20.28923435131785
196,435000,USD,New,2,1,68.0,m2,6397.0,"Windermere RE/Capitol Hill,Inc","9261 30th Ave SW, Seattle",Seattle,Washington,98126,145.56,49.23,74.06,91.73,89.21,4.42,41.94,29.06,189.35,38.153331302380955,15.516085731413725
197,600000,USD,New,3,1,137.0,m2,4380.0,Lake &amp; Company Real Estate,"10910 29th Pl SW, Seattle",Seattle,Washington,98146,145.56,49.23,74.06,91.73,89.21,4.42,41.94,29.06,189.35,67.942244,20.3588042
198,799000,USD,New,4,2,231.0,m2,3459.0,Coldwell Banker Bain of Lake Union,"3207 33rd Ave S, Seattle",Seattle,Washington,98144,145.56,49.23,74.06,91.73,89.21,4.42,41.94,29.06,189.35,67.83670700714286,20.28923435131785
199,835000,USD,New,3,2,173.0,m2,4827.0,Windermere Real Estate/East,"318 23rd Ave E, Seattle",Seattle,Washington,98112,145.56,49.23,74.06,91.73,89.21,4.42,41.94,29.06,189.35,45.0490547,35.375934566666665
200,739000,USD,New,3,2,134.0,m2,5515.0,Windermere R.E. Wall St. Inc.,"4323 32nd Ave W, Seattle",Seattle,Washington,98199,145.56,49.23,74.06,91.73,89.21,4.42,41.94,29.06,189.35,67.87004368333332,19.373836300691522
201,665000,USD,New,5,3,213.0,m2,3122.0,JOHN L. SCOTT REAL ESTATE - WEST SEATTLE,"7 SW 102nd St, Seattle",Seattle,Washington,98146,145.56,49.23,74.06,91.73,89.21,4.42,41.94,29.06,189.35,67.942244,20.3588042
202,839950,USD,New,7,2,207.0,m2,4058.0,Keller Williams Greater Seattle,"5341 7th Ave NE, Seattle",Seattle,Washington,98105,145.56,49.23,74.06,91.73,89.21,4.42,41.94,29.06,189.35,47.66461258824707,-122.299138732943
203,1175000,USD,New,4,3,310.0,m2,3790.0,Keller Williams Rlty Bellevue,"3046 SW Manning St, Seattle",Seattle,Washington,98126,145.56,49.23,74.06,91.73,89.21,4.42,41.94,29.06,189.35,38.153331302380955,15.516085731413725
204,1295995,USD,New,4,2,277.0,m2,4679.0,Keller Williams Downtown Sea,"2233 12th Ave W, Seattle",Seattle,Washington,98119,145.56,49.23,74.06,91.73,89.21,4.42,41.94,29.06,189.35,47.639349389777244,-122.36679185483855
205,1249000,USD,New,3,2,295.0,m2,4234.0,Lake &amp; Company Real Estate,"6209 NE 77th St, Seattle",Seattle,Washington,98115,145.56,49.23,74.06,91.73,89.21,4.42,41.94,29.06,189.35,47.68491693605166,-122.29908600501642
206,1250000,USD,New,4,2,290.0,m2,4310.0,Windermere - Seattle-Northgate,"8603 21st Ave NW, Seattle",Seattle,Washington,98117,145.56,49.23,74.06,91.73,89.21,4.42,41.94,29.06,189.35,47.686931108163925,-122.37836815814222
207,669950,USD,New,2,1,135.0,m2,4963.0,Alchemy Real Estate,"4235 S Lucile St Unit B, Seattle",Seattle,Washington,98118,145.56,49.23,74.06,91.73,89.21,4.42,41.94,29.06,189.35,47.54158619903078,-122.27608049750033
208,689950,USD,New,3,2,158.0,m2,4367.0,Alchemy Real Estate,"5505 Rainier Ave S Unit D, Seattle",Seattle,Washington,98118,145.56,49.23,74.06,91.73,89.21,4.42,41.94,29.06,189.35,47.54158619903078,-122.27608049750033
209,2350000,USD,New,5,4,248.0,m2,9476.0,Lake &amp; Company Real Estate,"318 Lee St, Seattle",Seattle,Washington,98109,145.56,49.23,74.06,91.73,89.21,4.42,41.94,29.06,189.35,47.63311882716253,-122.34867208910566
210,2750000,USD,New,3,3,246.0,m2,11179.0,Keller Williams North Seattle,"2816 Boyer Ave E Unit B, Seattle",Seattle,Washington,98102,145.56,49.23,74.06,91.73,89.21,4.42,41.94,29.06,189.35,47.633859478111454,-122.32208803040159
211,524000,USD,New,1,1,72.0,m2,7278.0,Metropolist,"833 NW 52nd St, Seattle",Seattle,Washington,98107,145.56,49.23,74.06,91.73,89.21,4.42,41.94,29.06,189.35,68.35117892333334,18.822164399451434
212,550000,USD,New,4,1,161.0,m2,3416.0,"RE/MAX EASTSIDE BROKERS, INC.","5905 S Roxbury St, Seattle",Seattle,Washington,98118,145.56,49.23,74.06,91.73,89.21,4.42,41.94,29.06,189.35,47.54158619903078,-122.27608049750033
213,700000,USD,New,2,1,106.0,m2,6604.0,Realogics Sotheby's International Realty,"157 27th Ave, Seattle",Seattle,Washington,98122,145.56,49.23,74.06,91.73,89.21,4.42,41.94,29.06,189.35,38.18816585658298,15.555637130458637
214,549950,USD,New,4,2,247.0,m2,2227.0,Caliber Real Estate,"10336 Stone Ave N, Seattle",Seattle,Washington,98133,145.56,49.23,74.06,91.73,89.21,4.42,41.94,29.06,189.35,67.8540053923077,20.23348780873417
215,900000,USD,New,3,2,188.0,m2,4787.0,Windermere RE Greenwood,"5730 59th Ave NE, Seattle",Seattle,Washington,98105,145.56,49.23,74.06,91.73,89.21,4.42,41.94,29.06,189.35,47.66461258824707,-122.299138732943
216,995000,USD,New,5,2,277.0,m2,3592.0,Compass Washington,"815 N 45th St, Seattle",Seattle,Washington,98103,145.56,49.23,74.06,91.73,89.21,4.42,41.94,29.06,189.35,47.67363268737738,-122.34398114538611
217,565000,USD,New,2,1,107.0,m2,5280.0,"RE/MAX Northwest Realtors - Seattle, WA","4153 20th Ave SW, Seattle",Seattle,Washington,98106,145.56,49.23,74.06,91.73,89.21,4.42,41.94,29.06,189.35,47.53575482649362,-122.35602204603755
218,585000,USD,New,4,1,140.0,m2,4179.0,Windermere Real Estate North,"5026 46th Ave S, Seattle",Seattle,Washington,98118,145.56,49.23,74.06,91.73,89.21,4.42,41.94,29.06,189.35,47.54158619903078,-122.27608049750033
