,Unnamed: 0,Price,Currency,Brokered_by,AD_Situation,Rooms,Bath,Building space,Measruing unit,Address,City,State,Índice_poder_adqui,Índice_seguridad,Índice_sanidad,Índice_clima,Índice_costo_vida,Relación_precio_ingresos_propiedades,Índice_costo_desplazamiento,Índice_contaminación,Índice_calidad_vida
352,823,389000,USD,RSVP Real Estate,New,4,2.0,1948,sqft,"1335 E 48th St, Tacoma, WA 98404",Tacoma, WA 98404,"88,87","45,88","73,19","90,88","76,19","9,50","44,73","30,71","158,10"
353,827,479000,USD,Coldwell Banker Bain of Tacoma Main,New,3,2.0,1304,sqft,"3918 Commencement Bay Dr, Tacoma, WA 98407",Tacoma, WA 98407,"88,87","45,88","73,19","90,88","76,19","9,50","44,73","30,71","158,10"
354,829,624215,USD,Pulte Homes of Washington Inc,New,4,3.0,3024,sqft,"5716 13th Street Ct NE Lot 20, Tacoma, WA 98422",Tacoma, WA 98422,"88,87","45,88","73,19","90,88","76,19","9,50","44,73","30,71","158,10"
355,835,325000,USD,CENTURY 21 Real Estate Center,New,4,2.0,2340,sqft,"6114 Pacific Ave, Tacoma, WA 98408",Tacoma, WA 98408,"88,87","45,88","73,19","90,88","76,19","9,50","44,73","30,71","158,10"
356,836,27900,USD,FirstPoint Real Estate LLC,New,2,2.0,1008,sqft,"1008 137 Ct S Unit 4, Tacoma, WA 98444",Tacoma, WA 98444,"88,87","45,88","73,19","90,88","76,19","9,50","44,73","30,71","158,10"
357,837,375000,USD,Better Properties North Proctor,New,3,2.0,1476,sqft,"4615 N 26th St, Tacoma, WA 98407",Tacoma, WA 98407,"88,87","45,88","73,19","90,88","76,19","9,50","44,73","30,71","158,10"
358,838,425000,USD,Better Properties North Proctor,New,4,2.0,2901,sqft,"802 S Oakes St, Tacoma, WA 98405",Tacoma, WA 98405,"88,87","45,88","73,19","90,88","76,19","9,50","44,73","30,71","158,10"
359,839,375000,USD,Keller Williams Realty Puget Sound,New,3,2.0,2072,sqft,"6316 S D St, Tacoma, WA 98408",Tacoma, WA 98408,"88,87","45,88","73,19","90,88","76,19","9,50","44,73","30,71","158,10"
360,842,337500,USD,Windermere Real Estate Gig Harbor,New,3,1.0,1066,sqft,"711 N Mullen St, Tacoma, WA 98406",Tacoma, WA 98406,"88,87","45,88","73,19","90,88","76,19","9,50","44,73","30,71","158,10"
361,845,299900,USD,Windermere Professional Partners,New,3,1.0,1083,sqft,"3118 S 14th St, Tacoma, WA 98405",Tacoma, WA 98405,"88,87","45,88","73,19","90,88","76,19","9,50","44,73","30,71","158,10"
362,851,299950,USD,Realty One Group Prestige,New,3,1.0,1304,sqft,"405 116th St S, Tacoma, WA 98444",Tacoma, WA 98444,"88,87","45,88","73,19","90,88","76,19","9,50","44,73","30,71","158,10"
363,853,419950,USD,Windermere Real Estate Gig Harbor,New,4,3.0,2892,sqft,"912 Tule Lake Rd S, Tacoma, WA 98444",Tacoma, WA 98444,"88,87","45,88","73,19","90,88","76,19","9,50","44,73","30,71","158,10"
364,855,399950,USD,Abode Base Real Estate,New,3,1.0,1400,sqft,"1105 N L St, Tacoma, WA 98403",Tacoma, WA 98403,"88,87","45,88","73,19","90,88","76,19","9,50","44,73","30,71","158,10"
365,857,299900,USD,Keller Williams Rlty Lk Tapps,New,3,1.0,1140,sqft,"10411 8th Ave S, Tacoma, WA 98444",Tacoma, WA 98444,"88,87","45,88","73,19","90,88","76,19","9,50","44,73","30,71","158,10"
366,858,325000,USD,"Windermere Re Puyallup, Inc",New,3,1.5,1328,sqft,"10411 23rd Ave E, Tacoma, WA 98445",Tacoma, WA 98445,"88,87","45,88","73,19","90,88","76,19","9,50","44,73","30,71","158,10"
367,864,315000,USD,KW Mountains to Sound Realty,New,3,2.0,1124,sqft,"3942 E T St, Tacoma, WA 98404",Tacoma, WA 98404,"88,87","45,88","73,19","90,88","76,19","9,50","44,73","30,71","158,10"
368,873,314950,USD,Sterling Johnston Real Estate,New,3,1.0,975,sqft,"1207 E 64th St, Tacoma, WA 98404",Tacoma, WA 98404,"88,87","45,88","73,19","90,88","76,19","9,50","44,73","30,71","158,10"
369,879,524900,USD,"RE/MAX Northwest Realtors - Tacoma, WA",New,3,2.5,2212,sqft,"4102 N Bennett St, Tacoma, WA 98407",Tacoma, WA 98407,"88,87","45,88","73,19","90,88","76,19","9,50","44,73","30,71","158,10"
370,880,569950,USD,John L. Scott - Kent North,New,4,2.0,1622,sqft,"3107 N Whitman St, Tacoma, WA 98407",Tacoma, WA 98407,"88,87","45,88","73,19","90,88","76,19","9,50","44,73","30,71","158,10"
371,883,359999,USD,Fresh Look Real Estate,New,3,2.0,1248,sqft,"1223 E Harrison St, Tacoma, WA 98404",Tacoma, WA 98404,"88,87","45,88","73,19","90,88","76,19","9,50","44,73","30,71","158,10"
372,886,210000,USD,Keller Williams Tacoma,New,2,1.0,840,sqft,"6237 S Cheyenne St, Tacoma, WA 98409",Tacoma, WA 98409,"88,87","45,88","73,19","90,88","76,19","9,50","44,73","30,71","158,10"
373,888,349000,USD,Keller Williams Realty Puget Sound,New,3,2.0,1958,sqft,"914 149th Street Ct E, Tacoma, WA 98445",Tacoma, WA 98445,"88,87","45,88","73,19","90,88","76,19","9,50","44,73","30,71","158,10"
374,890,265000,USD,Compass Washington LLC,New,2,1.0,756,sqft,"4329 S Puget Sound Ave, Tacoma, WA 98409",Tacoma, WA 98409,"88,87","45,88","73,19","90,88","76,19","9,50","44,73","30,71","158,10"
375,897,355000,USD,Windermere Real Estate Gig Harbor,New,3,1.0,1289,sqft,"822 N Fife St, Tacoma, WA 98406",Tacoma, WA 98406,"88,87","45,88","73,19","90,88","76,19","9,50","44,73","30,71","158,10"
376,899,299900,USD,Windermere Professional Partners,New,4,1.5,1146,sqft,"2034 E 36th St, Tacoma, WA 98404",Tacoma, WA 98404,"88,87","45,88","73,19","90,88","76,19","9,50","44,73","30,71","158,10"
377,905,399000,USD,Blue Summit Realty LLC,New,3,2.5,1720,sqft,"1203 132nd Street Ct E, Tacoma, WA 98445",Tacoma, WA 98445,"88,87","45,88","73,19","90,88","76,19","9,50","44,73","30,71","158,10"
378,906,310000,USD,Keller Williams Rlty Bellevue,New,3,2.5,1148,sqft,"707 S 16th St, Tacoma, WA 98405",Tacoma, WA 98405,"88,87","45,88","73,19","90,88","76,19","9,50","44,73","30,71","158,10"
379,910,449900,USD,Better Properties North Proctor,New,5,3.0,2250,sqft,"2251 E 35th St, Tacoma, WA 98404",Tacoma, WA 98404,"88,87","45,88","73,19","90,88","76,19","9,50","44,73","30,71","158,10"
380,914,169500,USD,Keller Williams Realty Puget Sound,New,1,1.0,600,sqft,"1116 S 27th St Unit D201, Tacoma, WA 98409",Tacoma, WA 98409,"88,87","45,88","73,19","90,88","76,19","9,50","44,73","30,71","158,10"
381,915,429950,USD,"DOVE REALTY, INC.",New,4,2.0,2128,sqft,"4116 S Tyler St, Tacoma, WA 98409",Tacoma, WA 98409,"88,87","45,88","73,19","90,88","76,19","9,50","44,73","30,71","158,10"
382,918,325000,USD,Realogics Sotheby's International Realty,New,3,2.5,1497,sqft,"4732 E R St, Tacoma, WA 98404",Tacoma, WA 98404,"88,87","45,88","73,19","90,88","76,19","9,50","44,73","30,71","158,10"
383,926,724900,USD,"Record, LLC",New,3,3.0,2212,sqft,"608 59th Avenue Ct NE, Tacoma, WA 98422",Tacoma, WA 98422,"88,87","45,88","73,19","90,88","76,19","9,50","44,73","30,71","158,10"
384,928,449000,USD,"RE/MAX Northwest Realtors - Olympia, WA",New,2,2.0,1512,sqft,"13612 50th Ave E, Tacoma, WA 98446",Tacoma, WA 98446,"88,87","45,88","73,19","90,88","76,19","9,50","44,73","30,71","158,10"
385,933,750000,USD,Park 52 Inc,New,8,4.0,4320,sqft,"4315 S Cedar St Unit 1-4, Tacoma, WA 98409",Tacoma, WA 98409,"88,87","45,88","73,19","90,88","76,19","9,50","44,73","30,71","158,10"
386,934,349950,USD,Keller Williams Realty Puget Sound,New,4,2.0,1368,sqft,"430 E 64th St, Tacoma, WA 98404",Tacoma, WA 98404,"88,87","45,88","73,19","90,88","76,19","9,50","44,73","30,71","158,10"
387,937,270000,USD,Century 21 Northwest Realty,New,4,3.0,3081,sqft,"808 128th St E, Tacoma, WA 98445",Tacoma, WA 98445,"88,87","45,88","73,19","90,88","76,19","9,50","44,73","30,71","158,10"
388,938,279800,USD,Compass Washington,New,2,1.0,746,sqft,"1032 S Rochester St, Tacoma, WA 98465",Tacoma, WA 98465,"88,87","45,88","73,19","90,88","76,19","9,50","44,73","30,71","158,10"
389,940,279900,USD,Collison Realty LLC,New,4,1.5,1892,sqft,"307 121st St E, Tacoma, WA 98445",Tacoma, WA 98445,"88,87","45,88","73,19","90,88","76,19","9,50","44,73","30,71","158,10"
390,943,254900,USD,Best Choice Realty LLC,New,2,1.0,683,sqft,"6206 S M St, Tacoma, WA 98408",Tacoma, WA 98408,"88,87","45,88","73,19","90,88","76,19","9,50","44,73","30,71","158,10"
391,947,285000,USD,"Pellego, Inc.",New,2,1.0,1000,sqft,"7415 S Warner St, Tacoma, WA 98409",Tacoma, WA 98409,"88,87","45,88","73,19","90,88","76,19","9,50","44,73","30,71","158,10"
392,952,325000,USD,Keller Williams Tacoma,New,3,2.0,1104,sqft,"512 E 46th St, Tacoma, WA 98404",Tacoma, WA 98404,"88,87","45,88","73,19","90,88","76,19","9,50","44,73","30,71","158,10"
393,954,497000,USD,Coldwell Banker Bain of Tacoma Main,New,1,1.0,792,sqft,"6531 Whitman St NE, Tacoma, WA 98422",Tacoma, WA 98422,"88,87","45,88","73,19","90,88","76,19","9,50","44,73","30,71","158,10"
394,959,299950,USD,Coldwell Banker Bain of Kent Station,New,3,1.5,1280,sqft,"10409 Sheridan Ave S, Tacoma, WA 98444",Tacoma, WA 98444,"88,87","45,88","73,19","90,88","76,19","9,50","44,73","30,71","158,10"
395,961,489900,USD,Collison Realty LLC,New,3,2.5,2032,sqft,"2110 75th St E, Tacoma, WA 98404",Tacoma, WA 98404,"88,87","45,88","73,19","90,88","76,19","9,50","44,73","30,71","158,10"
396,968,650000,USD,Windermere Real Estate/East,New,4,3.5,2818,sqft,"3116 62nd Street Ct E, Tacoma, WA 98443",Tacoma, WA 98443,"88,87","45,88","73,19","90,88","76,19","9,50","44,73","30,71","158,10"
397,976,834900,USD,"Skyline Properties, Inc.",New,4,3.0,3156,sqft,"2710 Vista View Dr, Tacoma, WA 98407",Tacoma, WA 98407,"88,87","45,88","73,19","90,88","76,19","9,50","44,73","30,71","158,10"
398,977,1200000,USD,"RE/MAX Northwest Realtors - Tacoma, WA",New,2,2.5,3652,sqft,"207 Broadway Unit 200, Tacoma, WA 98402",Tacoma, WA 98402,"88,87","45,88","73,19","90,88","76,19","9,50","44,73","30,71","158,10"
399,979,549500,USD,"RE/MAX Northwest Realtors - Tacoma, WA",New,5,2.0,2464,sqft,"4919 N 9th St, Tacoma, WA 98406",Tacoma, WA 98406,"88,87","45,88","73,19","90,88","76,19","9,50","44,73","30,71","158,10"
400,983,1250000,USD,Windermere Professional Partners,New,4,3.0,3782,sqft,"6516 N 40th St, Tacoma, WA 98407",Tacoma, WA 98407,"88,87","45,88","73,19","90,88","76,19","9,50","44,73","30,71","158,10"
401,992,375000,USD,Berkshire Hathaway HomeServices NW Real Estate,New - 1 hour ago,3,2.5,1740,sqft,"108 NE 112th St, Vancouver, WA 98685",Vancouver, WA 98685,"88,24","62,57","74,77","91,15","74,52","11,79","36,90","25,17","172,40"
402,993,225000,USD,Keller Williams Premier Partners,New - 19 hours ago,2,1.0,1996,sqft,"900 W 16th St, Vancouver, WA 98660",Vancouver, WA 98660,"88,24","62,57","74,77","91,15","74,52","11,79","36,90","25,17","172,40"
403,994,550000,USD,Keller Williams Premier Partners,New - 9 hours ago,4,2.5,2486,sqft,"2718 NE 42nd Cir, Vancouver, WA 98663",Vancouver, WA 98663,"88,24","62,57","74,77","91,15","74,52","11,79","36,90","25,17","172,40"
404,995,335000,USD,Redfin,New - 4 hours ago,3,1.5,1436,sqft,"6007 NE 100th Ave, Vancouver, WA 98662",Vancouver, WA 98662,"88,24","62,57","74,77","91,15","74,52","11,79","36,90","25,17","172,40"
405,996,240000,USD,Front Door Realty,New - 19 hours ago,3,1.0,1056,sqft,"10104 NE 51st Ave, Vancouver, WA 98686",Vancouver, WA 98686,"88,24","62,57","74,77","91,15","74,52","11,79","36,90","25,17","172,40"
406,997,375000,USD,Redfin,New - 5 hours ago,3,2.0,1772,sqft,"8012 NE 101st Cir, Vancouver, WA 98662",Vancouver, WA 98662,"88,24","62,57","74,77","91,15","74,52","11,79","36,90","25,17","172,40"
407,1000,369900,USD,Keller Williams Premier Partners,New - 1 hour ago,3,3.0,2373,sqft,"12612 NE 20th St, Vancouver, WA 98684",Vancouver, WA 98684,"88,24","62,57","74,77","91,15","74,52","11,79","36,90","25,17","172,40"
408,1001,359000,USD,Redfin,New - 4 hours ago,3,2.0,1415,sqft,"9708 NE 84th Way, Vancouver, WA 98662",Vancouver, WA 98662,"88,24","62,57","74,77","91,15","74,52","11,79","36,90","25,17","172,40"
409,1003,345000,USD,Windermere Stellar,New - 6 hours ago,4,2.0,1301,sqft,"16019 NE 7th St, Vancouver, WA 98684",Vancouver, WA 98684,"88,24","62,57","74,77","91,15","74,52","11,79","36,90","25,17","172,40"
410,1004,299900,USD,Matin Real Estate,New - 20 hours ago,3,2.5,1506,sqft,"7607 NE 64th Cir, Vancouver, WA 98662",Vancouver, WA 98662,"88,24","62,57","74,77","91,15","74,52","11,79","36,90","25,17","172,40"
411,1006,359900,USD,Realty One Group Prestige,New - 15 hours ago,3,2.5,1632,sqft,"6007 NE 106th Way, Vancouver, WA 98686",Vancouver, WA 98686,"88,24","62,57","74,77","91,15","74,52","11,79","36,90","25,17","172,40"
412,1007,284999,USD,Century 21 Northwest Realty,New - 6 hours ago,4,2.5,1315,sqft,"10800 SE 17th Cir Apt G88, Vancouver, WA 98664",Vancouver, WA 98664,"88,24","62,57","74,77","91,15","74,52","11,79","36,90","25,17","172,40"
413,1008,450000,USD,Windermere Stellar,New - 3 hours ago,4,2.5,2426,sqft,"18605 SE 13th Cir, Vancouver, WA 98683",Vancouver, WA 98683,"88,24","62,57","74,77","91,15","74,52","11,79","36,90","25,17","172,40"
414,1009,269900,USD,Cano Real Estate LLC,New,2,1.0,696,sqft,"3117 E McLoughlin Blvd, Vancouver, WA 98661",Vancouver, WA 98661,"88,24","62,57","74,77","91,15","74,52","11,79","36,90","25,17","172,40"
415,1010,299995,USD,Re/Max Equity Group,New,3,2.0,1303,sqft,"5406 NE 79th Ave, Vancouver, WA 98662",Vancouver, WA 98662,"88,24","62,57","74,77","91,15","74,52","11,79","36,90","25,17","172,40"
416,1011,410500,USD,Century 21 Northwest,New - 15 hours ago,3,2.0,1847,sqft,"13318 NE 2nd Ct, Vancouver, WA 98685",Vancouver, WA 98685,"88,24","62,57","74,77","91,15","74,52","11,79","36,90","25,17","172,40"
417,1012,325000,USD,Coldwell Banker Bain of Vancouver West,New,3,2.0,1238,sqft,"3804 NE 146th Ave, Vancouver, WA 98682",Vancouver, WA 98682,"88,24","62,57","74,77","91,15","74,52","11,79","36,90","25,17","172,40"
418,1014,479900,USD,Parker Brennan Real Estate,New - 15 hours ago,3,2.5,2541,sqft,"17708 NE 24th St, Vancouver, WA 98684",Vancouver, WA 98684,"88,24","62,57","74,77","91,15","74,52","11,79","36,90","25,17","172,40"
419,1015,549900,USD,Re/Max Equity Group,New - 16 hours ago,5,2.5,2726,sqft,"3806 SE 183rd Ct, Vancouver, WA 98683",Vancouver, WA 98683,"88,24","62,57","74,77","91,15","74,52","11,79","36,90","25,17","172,40"
420,1017,365000,USD,Real Living The Real Estate Group,New - 24 mins ago,4,3.0,2145,sqft,"8900 NE 115th Ave, Vancouver, WA 98662",Vancouver, WA 98662,"88,24","62,57","74,77","91,15","74,52","11,79","36,90","25,17","172,40"
421,1019,274900,USD,Keller Williams Premier Partners,New - 23 hours ago,2,1.5,1012,sqft,"7405 NE 44th Way, Vancouver, WA 98662",Vancouver, WA 98662,"88,24","62,57","74,77","91,15","74,52","11,79","36,90","25,17","172,40"
422,1020,160000,USD,Knipe Realty Era Powered,New - 19 hours ago,1,1.0,670,sqft,"13216 NE Salmon Creek Ave Unit G5, Vancouver, WA 98686",Vancouver, WA 98686,"88,24","62,57","74,77","91,15","74,52","11,79","36,90","25,17","172,40"
423,1021,349922,USD,Real Living The Real Estate Group,New,3,2.0,1337,sqft,"10911 NE 51st Ct, Vancouver, WA 98686",Vancouver, WA 98686,"88,24","62,57","74,77","91,15","74,52","11,79","36,90","25,17","172,40"
424,1022,699900,USD,Windermere Stellar/Felida,New - 15 hours ago,5,3.5,3766,sqft,"5108 NW 140th St, Vancouver, WA 98685",Vancouver, WA 98685,"88,24","62,57","74,77","91,15","74,52","11,79","36,90","25,17","172,40"
425,1024,450000,USD,"Soldera Properties, Inc",New - 21 hours ago,3,2.0,2214,sqft,"16010 NE 16th Cir, Vancouver, WA 98684",Vancouver, WA 98684,"88,24","62,57","74,77","91,15","74,52","11,79","36,90","25,17","172,40"
426,1025,750000,USD,Keller Williams Premier Partners,New,2,2.0,1200,sqft,"17110 NE 72nd Ave, Vancouver, WA 98686",Vancouver, WA 98686,"88,24","62,57","74,77","91,15","74,52","11,79","36,90","25,17","172,40"
427,1029,350000,USD,Keller Williams Premier Partners,New,3,2.5,1552,sqft,"17406 SE 21st Way, Vancouver, WA 98683",Vancouver, WA 98683,"88,24","62,57","74,77","91,15","74,52","11,79","36,90","25,17","172,40"
428,1031,312000,USD,eXp Realty LLC,New - 21 hours ago,3,2.5,1724,sqft,"7408 NE 62nd St, Vancouver, WA 98662",Vancouver, WA 98662,"88,24","62,57","74,77","91,15","74,52","11,79","36,90","25,17","172,40"
429,1032,389900,USD,Windermere Stellar,New,4,2.5,2006,sqft,"4017 NE 166th Ave, Vancouver, WA 98682",Vancouver, WA 98682,"88,24","62,57","74,77","91,15","74,52","11,79","36,90","25,17","172,40"
430,1033,435000,USD,MORE Realty Inc,New,4,3.0,2480,sqft,"10900 NE 105th St, Vancouver, WA 98662",Vancouver, WA 98662,"88,24","62,57","74,77","91,15","74,52","11,79","36,90","25,17","172,40"
431,1034,447900,USD,"Aho Construction I, Inc.",New,4,3.0,2740,sqft,"Hidden Crest Phase 3 13115 NE 61st Avenue, Vancouver, WA 98686",Vancouver, WA 98686,"88,24","62,57","74,77","91,15","74,52","11,79","36,90","25,17","172,40"
432,1035,469900,USD,List4flatfee.Com,New - 22 hours ago,4,2.0,2331,sqft,"16605 NE 97th St, Vancouver, WA 98682",Vancouver, WA 98682,"88,24","62,57","74,77","91,15","74,52","11,79","36,90","25,17","172,40"
433,1036,295000,USD,Realty One Group Cascadia,New,3,2.5,1643,sqft,"1324 NE 82nd Dr, Vancouver, WA 98665",Vancouver, WA 98665,"88,24","62,57","74,77","91,15","74,52","11,79","36,90","25,17","172,40"
434,1040,484000,USD,Pacific Lifestyle Homes,New,3,2.5,2687,sqft,"Adam's Glen 16701 NE 88th St, Vancouver, WA 98682",Vancouver, WA 98682,"88,24","62,57","74,77","91,15","74,52","11,79","36,90","25,17","172,40"
435,1041,511900,USD,New Tradition Homes,New,3,2.5,2493,sqft,"Pleasant Hollow 5001 NE 130th Street, Vancouver, WA 98686",Vancouver, WA 98686,"88,24","62,57","74,77","91,15","74,52","11,79","36,90","25,17","172,40"
436,1042,369900,USD,Coldwell Banker Bain of Vancouver West,New,3,2.0,1456,sqft,"715 Dayton Ave, Vancouver, WA 98664",Vancouver, WA 98664,"88,24","62,57","74,77","91,15","74,52","11,79","36,90","25,17","172,40"
437,1043,225000,USD,William E. Johnson,New,2,2.0,1006,sqft,"5264 NE 121st Ave, Vancouver, WA 98682",Vancouver, WA 98682,"88,24","62,57","74,77","91,15","74,52","11,79","36,90","25,17","172,40"
438,1044,279900,USD,Keller Williams Premier Partners,New,2,1.0,925,sqft,"7215 NW 10th Ave, Vancouver, WA 98665",Vancouver, WA 98665,"88,24","62,57","74,77","91,15","74,52","11,79","36,90","25,17","172,40"
439,1046,419900,USD,"Maple Realty, Inc.",New,2,2.0,1201,sqft,"3211 F St, Vancouver, WA 98663",Vancouver, WA 98663,"88,24","62,57","74,77","91,15","74,52","11,79","36,90","25,17","172,40"
440,1048,250000,USD,RE/MAX Equity Group,New,2,2.5,1250,sqft,"8904 NE 15th Ave Unit D26, Vancouver, WA 98665",Vancouver, WA 98665,"88,24","62,57","74,77","91,15","74,52","11,79","36,90","25,17","172,40"
441,1050,350000,USD,Keller Williams Sunset Corridor,New,4,2.5,2130,sqft,"9308 NE 81st St, Vancouver, WA 98662",Vancouver, WA 98662,"88,24","62,57","74,77","91,15","74,52","11,79","36,90","25,17","172,40"
442,1051,359900,USD,Berkshire Hathaway HomeServices NW Real Estate,New,4,2.0,1560,sqft,"3410 V St, Vancouver, WA 98663",Vancouver, WA 98663,"88,24","62,57","74,77","91,15","74,52","11,79","36,90","25,17","172,40"
443,1053,389000,USD,Better Properties Brokerage,New,3,2.0,1728,sqft,"18810 SE 14th Way, Vancouver, WA 98683",Vancouver, WA 98683,"88,24","62,57","74,77","91,15","74,52","11,79","36,90","25,17","172,40"
444,1055,343500,USD,Realty One Group Cascadia,New,3,2.0,1386,sqft,"16300 NE 79th St, Vancouver, WA 98682",Vancouver, WA 98682,"88,24","62,57","74,77","91,15","74,52","11,79","36,90","25,17","172,40"
445,1057,249900,USD,Homesmart Realty Group,New,2,1.0,918,sqft,"14603 NE 20th Ave Unit A105, Vancouver, WA 98686",Vancouver, WA 98686,"88,24","62,57","74,77","91,15","74,52","11,79","36,90","25,17","172,40"
446,1058,440000,USD,Realty One Group Cascadia,New,3,2.0,1695,sqft,"2500 NE 84th Cir, Vancouver, WA 98665",Vancouver, WA 98665,"88,24","62,57","74,77","91,15","74,52","11,79","36,90","25,17","172,40"
447,1063,439900,USD,Keller Williams Premier Partners,New,4,2.5,2227,sqft,"10919 NW 5th Ave, Vancouver, WA 98685",Vancouver, WA 98685,"88,24","62,57","74,77","91,15","74,52","11,79","36,90","25,17","172,40"
448,1064,489000,USD,"Realty Pro, Inc.",New,5,3.0,3210,sqft,"17715 NE 38th Way, Vancouver, WA 98682",Vancouver, WA 98682,"88,24","62,57","74,77","91,15","74,52","11,79","36,90","25,17","172,40"
449,1068,659000,USD,"Premiere Property Group, LLC",New,4,2.5,3745,sqft,"15303 NE 16th St, Vancouver, WA 98684",Vancouver, WA 98684,"88,24","62,57","74,77","91,15","74,52","11,79","36,90","25,17","172,40"
450,1069,415000,USD,Keller Williams Premier Partners,New,3,2.0,1778,sqft,"12604 NE 105th Way, Vancouver, WA 98682",Vancouver, WA 98682,"88,24","62,57","74,77","91,15","74,52","11,79","36,90","25,17","172,40"
451,1070,679900,USD,Fathom Realty,New,4,3.5,3210,sqft,"14104 SE 28th St, Vancouver, WA 98683",Vancouver, WA 98683,"88,24","62,57","74,77","91,15","74,52","11,79","36,90","25,17","172,40"
452,1072,412900,USD,"West Realty Group, Llc",New,4,2.5,2027,sqft,"12680 NE 109th St, Vancouver, WA 98682",Vancouver, WA 98682,"88,24","62,57","74,77","91,15","74,52","11,79","36,90","25,17","172,40"
453,1073,543900,USD,New Tradition Homes,New,4,2.5,3257,sqft,"Pleasant Hollow 5001 NE 130th Street, Vancouver, WA 98686",Vancouver, WA 98686,"88,24","62,57","74,77","91,15","74,52","11,79","36,90","25,17","172,40"
454,1074,375000,USD,"Premiere Property Group, LLC",New,2,2.0,1256,sqft,"5535 E Evergreen Blvd Apt 7101, Vancouver, WA 98661",Vancouver, WA 98661,"88,24","62,57","74,77","91,15","74,52","11,79","36,90","25,17","172,40"
455,1078,484000,USD,Pacific Lifestyle Homes,New,3,2.5,2687,sqft,"Adam's Glen 16701 NE 88th St, Vancouver, WA 98682",Vancouver, WA 98682,"88,24","62,57","74,77","91,15","74,52","11,79","36,90","25,17","172,40"
456,1079,347900,USD,Ginn Group DBA Ginn Homes,New,3,2.5,1634,sqft,"13719 NW 7th Pl, Vancouver, WA 98685",Vancouver, WA 98685,"88,24","62,57","74,77","91,15","74,52","11,79","36,90","25,17","172,40"
457,1080,319995,USD,D. R. Horton,New,3,2.5,1562,sqft,"11725 NE 23rd Way Unit 103, Vancouver, WA 98684",Vancouver, WA 98684,"88,24","62,57","74,77","91,15","74,52","11,79","36,90","25,17","172,40"
458,1081,319995,USD,D. R. Horton,New,3,2.5,1562,sqft,"11743 NE 23rd Way Unit 100, Vancouver, WA 98684",Vancouver, WA 98684,"88,24","62,57","74,77","91,15","74,52","11,79","36,90","25,17","172,40"
459,1085,343995,USD,D. R. Horton,New,3,2.5,1496,sqft,"611 NE 137th Ave Unit 63, Vancouver, WA 98684",Vancouver, WA 98684,"88,24","62,57","74,77","91,15","74,52","11,79","36,90","25,17","172,40"
460,1086,299995,USD,D. R. Horton,New,3,2.5,1387,sqft,"11737 NE 23rd Way Unit 101, Vancouver, WA 98684",Vancouver, WA 98684,"88,24","62,57","74,77","91,15","74,52","11,79","36,90","25,17","172,40"
461,1087,369900,USD,"Premiere Property Group, LLC",New,3,2.0,1404,sqft,"5001 NE 85th St, Vancouver, WA 98665",Vancouver, WA 98665,"88,24","62,57","74,77","91,15","74,52","11,79","36,90","25,17","172,40"
462,1088,375000,USD,"Premiere Property Group, LLC",New,4,2.5,1665,sqft,"5005 NE 85th St, Vancouver, WA 98665",Vancouver, WA 98665,"88,24","62,57","74,77","91,15","74,52","11,79","36,90","25,17","172,40"
463,1089,375000,USD,"Premiere Property Group, LLC",New,4,2.5,1665,sqft,"5004 NE 85th St, Vancouver, WA 98665",Vancouver, WA 98665,"88,24","62,57","74,77","91,15","74,52","11,79","36,90","25,17","172,40"
464,1094,394900,USD,"Aho Construction I, Inc.",New,3,2.0,1852,sqft,"Hidden Crest Phase 3 13115 NE 61st Avenue, Vancouver, WA 98686",Vancouver, WA 98686,"88,24","62,57","74,77","91,15","74,52","11,79","36,90","25,17","172,40"
465,1097,135000,USD,Knipe Realty Era Powered,New,3,2.0,1188,sqft,"14317 NE 18th St Apt D, Vancouver, WA 98684",Vancouver, WA 98684,"88,24","62,57","74,77","91,15","74,52","11,79","36,90","25,17","172,40"
466,1098,415000,USD,Realty One Group Cascadia,Old,6,2.0,2072,sqft,"105 W 32nd St, Vancouver, WA 98660",Vancouver, WA 98660,"88,24","62,57","74,77","91,15","74,52","11,79","36,90","25,17","172,40"
467,1099,399000,USD,"Realty Pro, Inc",New,3,2.0,2526,sqft,"8901 Beacon Ave, Vancouver, WA 98664",Vancouver, WA 98664,"88,24","62,57","74,77","91,15","74,52","11,79","36,90","25,17","172,40"
468,1100,335000,USD,Exp Realty Llc,New,3,1.5,1352,sqft,"2403 NE 92nd Ave, Vancouver, WA 98662",Vancouver, WA 98662,"88,24","62,57","74,77","91,15","74,52","11,79","36,90","25,17","172,40"
469,1102,315000,USD,Four-U Realty/Mossyrock,New,3,2.0,1088,sqft,"6616 NE 16th Ave, Vancouver, WA 98665",Vancouver, WA 98665,"88,24","62,57","74,77","91,15","74,52","11,79","36,90","25,17","172,40"
470,1104,234900,USD,Columbia River Realty ERA Powered,New,3,2.0,1136,sqft,"514 SE 157th Ave Unit 25, Vancouver, WA 98684",Vancouver, WA 98684,"88,24","62,57","74,77","91,15","74,52","11,79","36,90","25,17","172,40"
471,1105,365000,USD,Keller Williams Premier Partners,New,4,2.0,2250,sqft,"3607 NE Minnehaha St, Vancouver, WA 98661",Vancouver, WA 98661,"88,24","62,57","74,77","91,15","74,52","11,79","36,90","25,17","172,40"
